ЄДРПОУ,Адреса електронної пошти
00234620,mdpet@mail.ru
05498465,vesses@zp.ukrtel.net
05498430,brses@zp.ukrtel.net
05498476,ses_vln@zp.ukrtel.net
05498482,rajcec@zp.ukrtel.net
24910764,energodar_ses@mail.ru
05498370,jovtses@ukr.net
05498341,zapgorses@ukr.net
05498335,zpoblses@ukr.net
05498499,seszpr@zp.ukrtel.net
05498393,ses_zp@ukr.net
05498358,mses2009@yandex.ru
05498520,orhidea@zp.ukrtel.net
05498536,ut005785@zp.ukrtel.net
05498418,orgses@gmail.com
05498559,aleksandra@zp.ukrtel.net
25477022,hortses@ukr.net
05498602,chr_ses@zp.ukrtel.net
05536515,bmpl-19@mail.ru
02544069,bpl11@mail.ru
02544129,licey57@zp.ukrtel.net
20507190,vpl_@mail.ru
05536567,zplzt14@ukr.net
03069305,vpu_40@mail.ru
02544000,mbcpto@mail.ru
02543897,mtpl@mail.ru
02543992,tokmak-lic@yandex.ru
02543822,glavbuh75@mail.ru
21089043,zapovidnyk@meta.ua
35064652,ryboohrana_zp@meta.ua
05498364,gorsespolina@mail.ru
20509332,sesvas@yandex.ru
05498387,zavses@ukr.net
05498625,dez-ses@ukr.net
25219604,gyravleva@ukr.net
05498401,zplenses@ukr.net
05498565,pologyses@zp.ukrtel.net
05498594,ut005097@zp.ukrtel.net
05498424,shev-ses@ukr.net
05498571,novses@ukr.net
05536550,vpu38@mail.ru
02543851,vpu27@gala.net
35036926,info_ln@zpm.zp.dvs.gov.ua
04053950,vcs_dn@zpm.zp.minjust.gov.ua
26182139,dniprorudnednk@gmail.com
23881397,gorsovetrudnoe@gmail.com
00193594,dneprdit@meta.ua
04353623,Відсутня
24910971,Dolinskiy_ss@mail.ru
20523154,dpa2@ukr.net
20523131,zavoddpi@mail.zp.ua
38732217,mdz0828@ukr.net
34340900,priaz.dpi.poshta@ukr.net
34317740,hortickaja@gmail.com
02884121,drugazdnk@ukr.net
25220872,druzhelyubivska_silska_rada@mail.ru
25821689,energnotkontora@meta.ua
38700167,sta0823@ukr.net
37942236,sta0823@zp.ukrtel.net
34909725,info@ed.zp.dvs.gov.ua
37122147,inbox@ed.zp.court.gov.ua
20524082,05egcz@rambler.ru
04353633,govt@mail.ru
35037521,zpdvszhov@mail.ru
37408285,inbox@gt.zp.court.gov.ua
35037081,zavodskiyvdvs@mail.ru
37408369,inbox@zv.zp.court.gov.ua
04053967,vcs_zv@zpm.zp.minjust.gov.ua
25763839,Zaprada@yandex.ru
05708270,zco@customs.gov.ua
00022504,adm@zoda.gov.ua
20507422,rada@rada.zp.ua
02604908,zosp@infocom.zp.ua
26182168,NovodanilovkaVika@mail.ru
04352486,iu.oleinick@yandex.ru
02884167,zrdnk2000@ukr.net
26468522,zprf@dzk.gov.ua
20511659,interbyx.zp@mail.ru
02005177,sme_ems@inbox.ru
20497824,zaporizhia@amcu.gov.ua
01038818,zovh@zp.ukrtel.net
35258765,zaples@ukr.net
25678737,zapryu@ukr.net
20523065,tu@zp.ssmsc.gov.ua
20507735,zac.office@meta.ua
42263611,inbox@zpa.court.gov.ua
34910725,zetk@zaporozhye.net
34910699,zkr_zntu@mail.ru
39558004,derzharhiv-zp@i.ua
03491412,m_oczzp@a-teleport.com
20496629,css@ukrpost.ua
35450335,inbox@adm.zp.court.gov.ua
02136139,zpu@zp.ukrtel.net
35036905,info@zp.zp.dvs.gov.ua
26013843,vcs@zp.zp.minjust.gov.ua
37408290,inbox@zp.zp.court.gov.ua
20510074,ZRCZ@MAIL.RU
19279973,centerzapsich@i.ua
22543793,Відсутня
04352569,Відсутня
20524573,kamrada@zp.ukrtel.net
20519520,kam-internat@yandex.ru
04351825,kam.rada@yandex.ru
25678967,kamjust@ukr.net
02884173,KDniprovskaDNK@meta.ua
34120608,mdpi809@yandex.ru
02140900,kamadm@zp.ukrtel.net
03193100,kamuszn@zp.ukrtel.net
34888606,info@kd.zp.dvs.gov.ua
37349733,inbox@kd.zp.court.gov.ua
20524018,kd_rcz@ukr.net
20486529,Відсутня
20518963,vas_internat@mail.ru
02006722,zcrl@mail.ru
20522083,tokinternat@zp.ukrtel.net
25219716,detpriyt@yandex.ru
25489968,kirillovka-rada@i.ua
25223155,KZorya2008@yandex.ru
24912390,kam_slrada@mail.ru
03188659,berdyanskgp@ukr.net
36711486,SAN_AVIA@mail.ru
05498944,bptd@ukrpost.net
01992937,gulcrb@gmail.com
20479795,gulptdadmin@meta.ua
05498737,zokdl@mail.ru
05499139,graal3@rambler.ru
19282260,m-aids_zp@mail.ru
03188613,Lubpni@rambler.ru
05498950,mptd_06@mail.ru
05499257,mol-sanatorij@yandex.ru
05498849,ivanovaoikb@mail.ru
13636969,oed@med.zp.ua
05498890,zoknd@med.zp.ua
20479281,PTD-Pologu@yandex.ua
26338955,stmo.ekonom@mail.ru
26075030,zospk-donor@mail.ru
36973842,Відсутня
36994456,tercentr.pologi@gmail.com
36943857,ves_tercentr@mail.ru
20480172,tptd@mail.ru
37297392,tercentr200@yandex.ru
37021322,tercentr22@rambler.ru
36936750,roztercentr@ukr.net
03344958,MBTI@ukrpost.ua
03327115,oblvoda@zaporozhye.net
05498803,bgdp@ukr.net
02011309,mmk_74@mail.ru
20509042,internat7@zp.ukrtel.net
20508841,inter454@mail.ru
02136146,zoippo@mail.ru
02011290,zmk_zp07@mail.ru
25763532,Larisa-prijut@rambler.ru
20516042,internat1_mlt_dir@ukrpost.ua
02214633,melkult@ukr.net
19282142,det_san@mail.ru
20502264,tvorchist1@mail.ru
25214831,priyt.orihiv@meta.ua
01981170,odbs@mail.ru
35037364,komunarvdvs11@rambler.ru
37408348,inbox@km.zp.court.gov.ua
04593296,vcs_kmn@zpm.zp.minjust.gov.ua
20520339,Відсутня
04353646,s_koh@zp.ukrtel.net
26251159,Melpoliklinika1@mail.ru
01992908,vcrb@zp.ukrtel.net
20483785,vmptd@rambler.ru
05499085,zospk-donor@mail.ru
03188607,ku.zgp@yandex.ua
02006707,otb@med.zp.ua
03077397,melgorbol_2@mail.ru
05499174,veselyanka@gmail.com
19282308,zocrrfs@mail.ru
36807555,gul_tercentr@mail.ru
05492522,spktokmak1@mail.ru
01993003,medik@zp.ukrtel.net
04352813,Відсутня
20527100,dpi0810@ukrpost.net
02126308,kuib@zp.ukrtel.net
20516958,krada2008@yandex.ru
25678944,Відсутня
37599505,inbox@kb.zp.court.gov.ua
20510602,kujbrcz@i.ua
24912102,kushugum_selrada@ukr.net
26404568,Відсутня
37408421,inbox@ln.zp.court.gov.ua
24910304,Lnvk@meta.ua
04353043,lukaschivskasilrada@mail.ru
25483873,Lynacharska_sil_rada@meta.ua
24913165,lyubimowskij.selsckiisovet@yandex.ua
25483086,lyubimovka.s.rada@mail.ru
20509243,Відсутня
04351831,04351831@ukr.net
25214373,poselsovet2010@yandex.ru
25482448,marjanovka2011@yandex.ru
25891324,mat-rada@meta.ua
24906248,tszub@mail.ru
02126314,k1000@mrda.gov.ua
02884196,melit.dnk@gmail.com
25716722,rada@mlt.gov.ua
39521850,zp.32@sfs.gov.ua
02884204,mr_dnk@ukr.net
01992877,mel_crb@mail.ru
34976173,info@mp.zp.dvs.gov.ua
36969096,inbox@mlm.zp.court.gov.ua
20523993,melrcz@ukr.net
25484476,ss.mench@yandex.ua
04353066,nikolay-pole@mail.ru
24911427,mirne.rada@mail.ru
02884210,dnkmikhaylovka@ukr.net
02126320,gosmih@zp.ukrtel.net
20508901,tornado@zp.ukrtel.net
25214512,possovet@meta.ua
04353238,mihrada@yandex.ru
26014583,vcs@mh.zp.minjust.gov.ua
37297408,inbox@mh.zp.court.gov.ua
20493826,mihcentr@gmail.com
20511926,molochansk@ukrpost.ua
20477603,Відсутня
25478984,natalivskaradazp@gmail.com
02549701,nmc_pto@svitonline.com
20511889,s_nov@zp.ukrtel.net
24911634,optimist-optimist@mail.ru
04526503,chernavalentina@yandex.ru
04353273,novogupalovka@yandex.ru
04352948,vsrndnepr@zp.ukrtel.net
04352397,s.s.tubal@mail.ru
02884227,nnikdnk@gmail.com
02126337,nnik_adm@zp.ukrtel.net
20509622,nnikpossovet@ukr.net
20512564,nikolaevkass46@gmail.com
34517262,info@nm.zp.dvs.gov.ua
26073114,vcs@nm.zp.minjust.gov.ua
36508291,inbox@nm.zp.court.gov.ua
20524047,nnikrcz350@ukr.net
04352612,Відсутня
04352842,N.AleksandrovkaZRZO@i.ua
04353439,vnlobach@ukr.net
25763621,Відсутня
04353882,novosp.rada@rambler.ru
04353801,olex-rada@ukr.net
42987331,vcs@zpm.zp.minjust.gov.ua
35037170,ordzh.dvs@yandex.ru
37408442,inbox@og.zp.court.gov.ua
02884233,orihivdnk@i.ua
05498588,orehovses@rambler.ru
02126343,orda@zp.ukrtel.net
20520301,rrada@zp.ukrtel.net
25678915,orehov_ruy@mail.ru
20524076,cz884@meta.ua
34960781,info@or.zp.dvs.gov.ua
25479860,vcs@or.zp.minjust.gov.ua
37455335,inbox@or.zp.court.gov.ua
04352061,okhrimivska_s_r@ukr.net
04353445,oherss@zp.ukrtel.net
02884150,knotar1104@gmail.com
25482885,vadyha.96@mail.ru
04353285,pavlivska.sr@gmail.com
04351742,Відсутня
02884115,1zdnk@ukr.net
04353296,PetromihailovkaRada@mail.ru
02884240,pologydnk@gmail.com
20523639,dpi0815@meta.ua
37964038,DPI0815@META.UA
20516504,admin@gs.pology.net
38629645,dpi0815@meta.ua
02126354,rda_pology@zp.ukrtel.net
00699017,pologyvet@i.ua
20516088,rada_plg@ukrpost.net
25678855,n19a@i.ua
35007555,info@pl.zp.dvs.gov.ua
37321875,inbox@pl.zp.court.gov.ua
20512802,pologicz@ukr.net
26181944,nazarov-alla@yandex.ru
08672638,pologovskiyro@mail.ru
35628345,zp-pravob59@yandex.ru
04353927,preobrrada@gmail.com
02884256,priazovskadnk@gmail.com
02126366,adm_priaz@zp.ukrtel.net
20527198,possovet.prz@rambler.ru
25679004,priaz.ruy@gmail.com
34920513,info@pz.zp.dvs.gov.ua
26073172,vcs@pz.zp.minjust.gov.ua
37370676,inbox@paz.zp.court.gov.ua
26373230,prcsssdm@rambler.ru
02884262,primorsk_dnk26@ukr.net
20485360,Kononov92@mail.ru
38732982,dpi0817@ukrpost.ua
02126372,prim23@zp.ukrtel.net
20485353,primrada@ukr.net
34960603,info@pm.zp.dvs.gov.ua
26073060,vcs@pm.zp.minjust.gov.ua
37306836,inbox@pm.zp.court.gov.ua
02909973,office@zap.gp.gov.ua
05383365,Відсутня
35888544,kommunar_849@ukr.net
04351759,radivon@ukr.net
37573707,zhvra@commit.zp.ua
37573534,zvdra@commit.zp.ua
37573513,lenra@commit.zp.ua
37573712,hrtra@commit.zp.ua
37573541,kmnra@commit.zp.ua
20495280,modemna_23@spfu.gov.ua
04325492,skift@yandex.ru
24912160,razss@ukr.net
20478123,rozadm@zp.ukrtel.net
04351972,rosovka2011@mail.ru
34611110,info@rz.zp.dvs.gov.ua
37120600,inbox@rz.zp.court.gov.ua
20517225,RCZ892@meta.ua
04353994,semrada.pologovsky2012@yandex.ua
04351860,skelselsov@mail.ru
37573872,ssn_zp@mail.ru
25891336,sad@sad-zp.com.ua
34156587,ssn@gp.zp.ua
25765784,slujba_zobl@ukr.net
34120739,ssn_kuib@mail.ru
25219707,teens@mlt.gov.ua
34378159,ccnmih@mail.ru
34156482,nnik_adm@zp.ukrtel.net
20527577,veseluy_vv@ukr.net
25219811,ssd_pology@mail.ru
34385119,ssnprim@ukr.net
33734474,rozssd@pochta.ru
34119655,chrssn@zp.ukrtel.net
25221251,ermak.solone@yandex.ua
20488647,sonyachna_silrada@mail.ru
26123042,dpi@zpnalog.gov.ua
04352500,Відсутня
05383342,Stepnenska-s@yandex.ru
25483063,steppossov@ukr.net
04352210,Відсутня
25767033,stulnevska.sr@yandex.ru
20511872,tav@zp.ukrtel.net
04354002,Відсутня
38025299,tdip_zp@ukr.net
01992883,mihcrb@zp.ukrtel.net
38025021,tu-zp@ukr.net
26316700,inbox@zp.court.gov.ua
37021335,tzcotokmak@yandex.ru
36786766,tcso_chern@ukr.net
37173254,kuyb_tcso@ukr.net
02884279,tokmakdnk@ukr.net
20523548,todpi@zp.ukrtel.net
38070451,todpi@zp.ukrtel.net
20509272,rda@zp.ukrtel.net
25821672,tokmakraydnk@ukr.net
20509266,radatokmak@mail.ru
25679010,tokmak_ryu@mail.ru
34843900,info@tm.zp.dvs.gov.ua
42541840,vcs@tmm.zp.minjust.gov.ua
20524113,tokrn@ec.infocom.zp.ua
37429200,inbox@tm.zp.court.gov.ua
02884138,3zdnk@ukr.net
00731212,apr-tokmak@ukr.net
20491230,adroz058@ukrpost.ua
00731229,uapr_chr@ukrpost.ua
26338239,uvmprz@list.ru
25892134,pryjmalnja@fsnv.zp.ua
37573466,uvp@commit.zp.ua
33652926,zpuds@zp.guds.gov.ua
33795888,uvp@ukrpost.ua
14373165,mns@express.net.ua
37591417,zgoz@med.zp.ua
37591637,mns.zp@mail.ru
37611396,puzmr@ukr.net
37573576,utis_zgs@ukr.net
25971041,uzez@zp.ukrtel.net
04054079,obluks@zp.ukrtel.net
37573560,gkh.07@mail.ru
02228109,ouk@online.ua
35258283,umtazoda@ukr.net
02143429,obluon@zp.ukrtel.net
02012869,uprzdrav@zp.ukrtel.net
20508597,vilnpfu@zp.ukrtel.net
20508628,vasylpfu@zp.ukrtel.net
20508611,upfu2012@yandex.ru
20508605,veselvpfu@zp.ukrtel.net
20508580,gulpfu@gp.zp.ua
20508433,zhovtn01@rambler.ru
20508427,zavod@zp.pfu.gov.ua
20508568,kdn-pf@ukr.net
20508410,komunpfu@yandex.ua
20508551,kujb13@yandex.ru
20508404,leninsk@ukr.net
37963785,berdm@zp.ukrtel.net
20508640,energpfu@rambler.ru
37927773,mvpfu@artsv.net
20508539,mihaj@zp.ukrtel.net
20508522,nmykol@ukr.net
20508396,orgpfu@rambler.ru
20508516,oreh_pfu@ukrpost.ua
20508506,pfu245@zp.ukrtel.net
20508491,priaz_pfu@mail.ru
20508485,prympfu@zp.ukrtel.net
20508462,roz.upfu@mail.ru
20516929,hort.pfu@yandex.ua
20508456,chernpfu@zp.ukrtel.net
20508387,shevchpfu@meta.ua
03193181,brutcz@zp.ukrtel.net
03193034,ves_upszn@zp.ukrtel.net
03193258,socpro@bmr.gov.ua
03193136,voluszn@ukrpost.ua
20517768,2328_uszn@ukr.net
37573843,govtuszn@ukrpost.ua
37573859,upsznzra@zp.ukrtel.net
37573838,Kom_OZS@ukr.net
37573796,zap_len@mail.ru
37573817,zmr_xor@mail.ru
37573780,ksn2000@ukr.net
03193241,zapuszn_inv@ukrpost.net
03193071,kuyb_upszn@zp.ukrtel.net
03193086,utsznmel@mail.ru
03193057,mrda_upczn@ukrpost.ua
03193206,usznorh@zp.ukrtel.net
03193123,plgytszn@ukrpost.net
03193229,przutszn@rambler.ru
20476845,rozupszn@zp.ukrtel.net
20508441,spov05@mail.ru
37573555,zgikreg@commit.zp.ua
03193117,wasilutszn@zp.ukrtel.net
20509585,vel_bel@zp.ukrtel.net
03193198,gulupszn@gp.zp.ua
37573438,utsznzgizp@mail.ru
37573822,upszn2304@ukr.net
03193146,utszn_nnik@zp.ukrtel.net
03193235,primutszn@zp.ukrtel.net
03193152,tokutszn@zp.ukrtel.net
20511903,22upszn@ukrpost.ua
41127371,zaporizka@dkrs.gov.ua
34718647,uvpi@zp.ukrtel.net
33820746,molodzp@ukr.net
02313803,berdyansk_rfu@mail.ru
02313861,vasilevka_rfu@gfu.zoda.gov.ua
02313832,berd_gfu@zp.ukrtel.net
02313693,fin_kamenka@zp.ukrtel.net
02313915,kuib-fin@yandex.ru
02313789,melitgfu@zp.ukrtel.net
02313648,melytopol_rfu@gfu.zoda.gov.ua
02313720,mihfinupr@yandex.ua
02313654,nnikrfu@zp.ukrtel.net
02313708,Відсутня
02313660,priazovie_rfu@gfu.zoda.gov.ua
02313677,primorsk_rfu@meta.ua
02313849,tokmak_gor@gfu.zoda.gov.ua
20510588,tokrfu@zp.ukrtel.net
02313737,finchern@i.ua
02313855,finakim@mail.ru
35037233,hortdvs@mail.ru
37408374,inbox@hr.zp.court.gov.ua
24904433,vcs_hrt@zpm.zp.minjust.gov.ua
04354019,Відсутня
20511056,chervona-slskarada@rambler.ru
25490531,chervonoarm@meta.ua
02884285,chernigovkadnk@ukr.net
02126395,cherrga@zp.ukrtel.net
20509645,cherpos@bk.ru
34850991,info@chg.zp.dvs.gov.ua
37304095,inbox@cr.zp.court.gov.ua
20497636,chcz@yandex.ru
26374117,chercss@zp.ukrtel.net
02884144,4zdnku@gmail.com
25970923,chkalovoss@mail.ru
34676988,Відсутня
35037228,info_sh@zpm.zp.dvs.gov.ua
37408380,inbox@sh.zp.court.gov.ua
04054085,vcs_sh@zpm.zp.minjust.gov.ua
20524248,shevcz@yandex.ru
04351771,shelug2011@mail.ru
04352345,minkova1972@mail.ru
26013402,shurokesr1@rambler.ru
05383460,6zdnk@i.ua
02884049,akimdnk@ukr.net
02140834,akim@zp.ukrtel.net
01993032,astat@zp.ukrtel.net
03193028,akimovka05@zp.ukrtel.net
35037605,info@yk.zp.dvs.gov.ua
34676885,inbox@yk.zp.court.gov.ua
04353741,eliseevka@ukrpost.ua
04358931,iwaniwska_silrada@ukr.net
20523036,zatechn@zp.ukrtel.net
37573204,blagoustrzp@mail.ru
38024536,zap_zah@ukr.net
33985941,inspekciya_yakosti@ukrpost.ua
21047566,olya.bridnya@yandex.ru
34987562,avtodvs@just.gov.ua
02886019,inbox@av.pl.court.gov.ua
21047626,Відсутня
05383075,inbox@cra.court.gov.ua
22307800,inbox@sba.court.gov.ua
36670597,ARHIV@Kremen.gov.ua
37260975,Відсутня
25625646,balakcovetsv@mail.ru
26408017,inbox@bkl.sb.court.gov.ua
21045768,balyasne_srada@ukr.net
25933520,baraboydom_int@mail.ru
04353936,Відсутня
24831817,berezotocha@bk.ru
23552662,bogdanivska@meta.ua
24385720,ch57635@ukrpost.ua
02315340,gorfu@rada-poltava.gov.ua
01207520,bilezkerada@rambler.ru
24826124,bilyky_sr@ukr.net
22550089,Відсутня
21046621,bilrada@mail.ru
21047483,birki_rada@meta.ua
40108616,vasilkivmv@kv.npu.gov.ua
34131248,kozdvs@just.gov.ua
04057623,vbagach_rda@adm-pl.gov.ua
00719932,vetmed@ukr.net
21051622,vbrada@mail.ru
21044600,velbagahka@meta.ua
25718052,velru@ukrpost.ua
02897939,inbox@vb.pl.court.gov.ua
08674867,01_po@mvs.gov.ua
36743979,vbtercentr@i.ua
21043918,velukokob@meta.ua
26163828,velikaobsr@ukr.net
04361962,vprada@ukr.net
04387906,vpole-sr@ukr.net
21046087,Відсутня
24832716,sorochyntsisr@ukr.net
04353942,verb.sr@yandex.ru
00032721,odk_svr@rada.crimea.ua
05384726,arvk.kremenchuk@gmail.com
04384492,sr_berezivka@ukr.net
03745976,vojnuhas@mail.ru
04381223,dukh@ukr.net
04057646,vykonkom@komsomolsk.org.ua
04057287,gor@kremen.gov.ua
05384732,krukivrada@ukr.net
04057439,lubnirada@yandex.ua
04052784,gorsovet@marsovet.org.ua
04381298,miknovtsi@ukr.net
04052198,inform@nikopol.net
04052212,info@ordvyk.dp.ua(розмірлистанебільше300кб)
37369346,perovskiy-sov@mail.ru
05384689,cancelar@rada-poltava.gov.ua
37247205,sovet@poltavka.kr.strace.net
04055630,simfi.ispolkom@gmail.com
37369257,trudovskoiselsovet@gmail.com
37369278,Ukromnoess@mail.ru
04055647,simficrs@gmail.com
37127868,yarkopolenskass@mail.ru
04381246,Відсутня
03189147,03189147@mail.ru
03189162,vishnykubi@yandex.ua
22544491,BULATEZ.SR@MAIL.RU
20120930,mail@vl.amc.gov.ua
34968801,pani101@rambler.ru
34931918,veldvs@just.gov.ua
34401465,gaddvs@just.gov.ua
34815627,globdvs@just.gov.ua
34274765,dukruu@ukrpost.ua
34463427,zindvs@just.gov.ua
34865112,kobdvs@just.gov.ua
34404136,kotdvs@just.gov.ua
35060435,Lengis-gis@yandex.ru
34587282,lohdvs@just.gov.ua
34652445,lubdvs@just.gov.ua
35011079,mashdvs@just.gov.ua
34264469,murdvs@just.gov.ua
35034379,Відсутня
35038745,ovidiopol_vdvs@mail.ru
34698872,purdvs@just.gov.ua
34826120,Відсутня
34962946,justisia@yandex.ru
34689318,reshruu@ukrpost.ua
34675284,semendvs@just.gov.ua
35053742,rgis@crimea.informjust.ua
34612858,Відсутня
34865290,hordvs@just.gov.ua
34401675,chorruu@just.gov.ua
34369385,chutdvs@just.gov.ua
34109542,shushdvs@just.gov.ua
42565876,vcs@pl.zp.minjust.gov.ua
23212242,vcs@ovd.od.drsu.gov.ua
21322883,Відсутня
38276284,Piryatin_RVZR@i.ua
24391815,vbag-zem@ukr.net
24559870,zemviddil.gadia4@bigmir.net
23552015,zrvzr@poltava.ukrtel.net
24392973,kozrvzr@mail.ru
24394423,zemla@poltava.ukrtel.net
24393702,lubny_rayzem@mail.ru
24392006,mash_zemv@ukr.net
24392358,mirrayzem@ukr.net
24391896,zemlya@km.pl.ua
24393754,myrgorod_mv_pol@dazru.gov.ua
24393949,ns_derzhkomzemu@mail.ru
24390804,zemotdel236@mail.ru
24390810,Piryatin_RVZR@gala.net
24391979,zemly-reshet@yandex.ru
24393004,srvzr@ukr.net
24390945,zem_ch@poltava.ukrtel.net
24391755,shishaki_zem@rambler.ru
40106688,doznan@dp.npu.gov.ua
35439821,tourism@adm-pl.gov.ua
02931346,kremenchuk.sport@gmail.com
02229770,globino_kultura@ukr.net
02229818,vidkultura54@gmail.com
02229830,vktspec@rambler.ru
02229847,kotelva_kultura@mail.ru
02229853,raion_kultura@ukr.net
02229862,lv-culture1@mail.ru
02229899,mashevkakultura@rambler.ru
02229913,kultura.kultura@rambler.ru
02229959,reshet_kultura@ukr.net
02229965,sem_tur_kultura@ukr.net
02229988,kultyra-chornuhi@ukr.net
02229994,rda_kult@ukr.net
02230000,kulturaitur@rambler.ru
02229936,piryatin_kyltyra@meta.ua
25161394,grebrda_vmajkg@ukr.net
04590702,secretar@km.pl.ua
02145464,globino.osvita@rambler.ru
02145487,grern_osvita@ukr.net
02145501,zinkiv_rvo63@mail.ru
02145518,karrn@bk.ru
02145530,osvita.kozelthina@gmail.com
02145553,kremrmk@mail.ru
02145599,masrmk@ukr.net
04590719,mirgorod_gorono@list.ru
02145613,newsan_osvita@poltava.ukrtel.net
02145626,org_vo@ukrpost.ua
02145636,pir20375@gmail.com
02146831,vormk@osvita.pl.km.ua
02145659,reshet_ele@ukr.net
02145665,rvo@semrnosvita.pl.ua
02145694,rvo_bug@ukrpost.ua
02145702,schrvo@rambler.ru
02013113,abcd-12@bk.ru
34835072,vpvrdvs@yandex.ua
35926322,vsm@adm-pl.gov.ua
37486908,vssms_grebinka@ukr.net
35539030,vukm@i.ua
25940827,greb_fsnv@ukr.net
25940767,fsdik@ukr.net
25940848,fsnvkarl@rambler.ru
25940856,kobfssnv@mail.ru
25913486,fsnv3@ukr.net
25940804,fssnv@mail.ru
24410234,fnsstar@sf.ukrtel.net
25939994,vvdpl@fssnvv.org
25919891,Fsnv_mel@rambler.ru
25871960,1fnskrym@mail.ru
25919810,pology_fsnv@zp.ukrtel.net
40108866,22@dp.npu.gov.ua
20096568,vamkua@vn.ua
56407992,inbox@gr.sb.court.gov.ua
21049996,mdpi1607@ukr.net
21050924,gadyach_rada@meta.ua
38601394,mdpi1607@ukr.net
04057635,gadiach_rda@poltava.ukrtel.net
00703517,vetmedutsuna@poltava.ukrtel.net
21050870,hadiach.rairada@ukr.net
25718069,gadyachjust@ukr.net
40108630,zvern02@pl.npu.gov.ua
03189201,hadiach_int@ukr.net
02897945,inbox@gd.pl.court.gov.ua
37097747,tercentr_gadiach@ukrpost.ua
08674873,02_po@mvs.gov.ua
26181358,hvsz@city-adm.lviv.ua
21044929,galyscuna@meta.ua
24829418,garkuhinchi@ukr.net
22547673,globinomr@ukrpost.net
04057310,globino_rda@adm-pl.gov.ua
02007940,gl_sanepstan@ukrpost.ua
25718075,globruu@just.gov.ua
02885936,inbox@gl.pl.court.gov.ua
08674884,03_po@mvs.gov.ua
21053153,Відсутня
00048030,crimeastat@sf.ukrstat.gov.ua
00732619,gol_apc@adm-pl.gov.ua
37959255,office@pl.treasury.gov.ua
22539581,uzrpol@gmail.com
37821111,arkditb@ukr.net
02741539,gue@adm-pl.gov.ua
02741545,ekon@icc.rv.ua
03365891,gujkg@adm-pl.gov.ua
35963830,post@uvp.voladm.gov.ua
35103316,vnpol1@icc.rv.ua
36067777,press@te.gov.ua
25895647,boss.gupp@gmail.com
38719120,office@poltava.minrd.gov.ua
40108709,gupolice@kg.npu.gov.ua
40108824,sdzgunp@hm.npu.gov.ua
40108667,prozorist@ch.npu.gov.ua
40109079,gupolice@cv.npu.gov.ua
40108672,gupolice@vn.npu.gov.ua
40108583,police@kyiv.npu.gov.ua
02145412,obluo@adm-pl.gov.ua
02013107,info@uoz.gov.ua
19003828,gupfu.sud@mail.ru
22274962,gu@sevpfu.gov.ua
13967927,gu@pl.pfu.gov.ua
33891120,gupri@adm-pl.gov.ua
24250279,ktp_kmda@ukr.net
02361892,polgus@pl.ukrstat.gov.ua
00047970,oodik@crimea.minjust.gov.ua
34874347,uprjustpoltava@ukrpost.ua
36274395,info@adm-pl.gov.ua
02315357,fin@finpl.gov.ua
13962350,Gorbanivka1991@ukr.net
13956527,goroschine@gmail.com
03499968,inbox@cr.arbitr.gov.ua
23013519,inbox@sb.arbitr.gov.ua
03500004,inbox@pl.arbitr.gov.ua
21046199,Відсутня
03189268,grabarivka_bi@ukr.net
21063176,gradizskrada@rambler.ru
13956272,grebinka-rada@yandex.ru
04057391,grebin_rda@adm-pl.gov.ua
00703532,grebn_vet@ukr.net
13956256,grebinka_rada@ukr.net
25718081,grebruu@ukrpost.ua
02885942,inbox@gr.pl.court.gov.ua
37048357,tcgrebn_08@ukr.net
22528539,grebinka-centr@ukr.net
08674896,04_po@mvs.gov.ua
05379151,Відсутня
02884109,gpolednk@gmail.com
02140886,rda@gp.zp.ua
20519046,gulrrada@gp.zp.ua
34848322,info@gp.zp.dvs.gov.ua
26014599,vcs@gp.zp.minjust.gov.ua
02896526,inbox@gp.zp.court.gov.ua
20524001,gczgul@mail.ru
08592230,00_cr@mvs.gov.ua
05441200,girkapolonka@gmail.com
21047499,deykalivka_rada@meta.ua
21044042,demydivska_rada@ukr.net
02317190,finck@ukr.net
33457208,depec@ukr.net
36443376,uvp@donoda.gov.ua
36299692,uprosv@2upost.com
02013260,ck_mzv@zdrav.ck.ua
34450973,dpszn@sat.poltava.ua
03195234,plsz@adm-pl.gov.ua
03191762,gupszn@vn.ua
37441694,nli@zahyst.kyiv-city.gov.ua
36733431,soczahyst@ukr.net
38782790,gupszn@vmr.gov.ua
03191963,dsp@lutskrada.gov.ua
25925236,ifsz@vega.com.ua
37573424,zpgorfin@ukr.net
37794186,dkgmvk@ukr.net
38019348,poltavadei@ukr.net
01292005,reestr@sta-crimea.gov.ua
01291910,sevgna@ukr.net
01292186,dpa@sta.poltava.ua
23191635,gni0124@ukr.net
25750481,balaklavagni@ukr.net
23443220,gaggni@ukr.net
20523289,guldpi@ukrpost.ua
21049714,dpi@sta.poltava.ua
38719450,dpi_poltava@ukr.net
23031003,margin-pub@ukrpost.ua
22041620,gni83@ukrpost.ua
33930761,office13@dpa.km.ua
23339095,gni82@ukrpost.net
37862994,terc1601@i.ua
34190880,kei@den.crimea.energy.gov.ua
22549005,poltdic@ukrpost.ua
38040689,disgark@gmail.com
00991976,dp_mlmg@ukr.net
00991999,lmg_pology@ukrpost.ua
04725987,standart@standart.pl.ua
05524067,eco15@pi.net.ua
03494497,archiv@home.cris.net
